Numero_Securite_Sociale,Nom,Prenom,Date_Naissance,Numero_Telephone,E_Mail,ID_Remboursement,Code_Soin,Montant_Remboursement
" 256122A80926538 ",Rona,Pamella,28-09-1961,"+61621597800 ",Pamella.Rona@gmail.com,939936,1606400,28671.1
" 243042B58967524 ",Vernier,Gerrie,17-08-1988,"+39586236129 ",Gerrie.Vernier@gmail.com,861716,2814821,38627.4
" 161062A76892936 ",Anderea,Millie,12-10-1906,"+96866892534 ",Millie.Anderea@gmail.com,489133,2811837,70502.9
" 226122A55473279 ",Kamaria,Zaria,02-08-1930,"0397190740 ",Zaria.Kamaria@gmail.com,11377,7035608,98528.5
" 287102A08308579 ",Jalbert,Kelly,30-12-1967,"+82110460144 ",Kelly.Jalbert@gmail.com,951519,6179552,16923.8
" 234072800700788 ",Thar,Darlleen,20-02-1932,"0611148379 ",Darlleen.Thar@gmail.com,869843,4955851,16669.5
" 201077634449330 ",Eachern,Albertina,29-10-1961,"0396411014 ",Albertina.Eachern@gmail.com,579669,2953012,65689.2
" 160118076546139 ",Minetta,Ketti,18-10-1983,"0159463914 ",Ketti.Minetta@gmail.com,424360,4603957,90779.6
" 176106698292836 ",Clywd,Sheelagh,17-11-1983,"0966058103 ",Sheelagh.Clywd@gmail.com,449592,5836737,94002.6
" 107122B72483670 ",Payson,Jinny,13-03-1968,"+85773819747 ",Jinny.Payson@gmail.com,729136,4193779,39750
" 215012B02559535 ",Haerr,Therine,13-08-1998,"+24388297982 ",Therine.Haerr@gmail.com,527226,1129050,36000.3
" 249022A73821877 ",Roxanna,Aeriela,24-03-1971,"+38427079167 ",Aeriela.Roxanna@gmail.com,901113,4207177,3675.3
" 234029869991437 ",Han,Wileen,09-06-2004,"0279380372 ",Wileen.Han@gmail.com,76461,6704493,70829.1
" 292035265884837 ",Loeb,Lauryn,22-11-1954,"0575364619 ",Lauryn.Loeb@gmail.com,897584,1913272,68020.7
" 164112B84823899 ",Cadmar,Tatiania,17-06-1933,"+95155872796 ",Tatiania.Cadmar@gmail.com,551527,8018056,5793.9
" 133052A20129787 ",Milde,Sabina,17-01-1951,"+02769755507 ",Sabina.Milde@gmail.com,685047,7259138,75103.7
" 157103984176583 ",Bryna,Lusa,06-02-1937,"0241999956 ",Lusa.Bryna@gmail.com,801337,5823800,58182.9
" 236059469978778 ",Michella,Elmira,19-06-1972,"0909161583 ",Elmira.Michella@gmail.com,591092,2564397,16360.3
" 255102A10670329 ",Juan,Jerry,19-03-1936,"+29749549661 ",Jerry.Juan@gmail.com,788642,2242849,85761
" 237078051231062 ",Vernier,Gui,16-07-1920,"+94888840991 ",Gui.Vernier@gmail.com,534484,4924347,86806.5
" 242102A43945344 ",Edison,Eve,15-01-1952,"0912019600 ",Eve.Edison@gmail.com,127493,1401632,47200.5
" 135104105213750 ",Lewes,Joceline,31-01-1964,"0158008353 ",Joceline.Lewes@gmail.com,710323,3741443,89595.7
" 236012B34859129 ",Kaete,Alia,24-04-1923,"+13952005843 ",Alia.Kaete@gmail.com,112781,4082300,88071.3
" 238061464919546 ",Trace,Dale,04-04-1929,"+96217258195 ",Dale.Trace@gmail.com,16732,3404640,9823.5
" 123062A23002379 ",Stoller,Merrie,25-06-1968,"0976493205 ",Merrie.Stoller@gmail.com,867080,2235242,77029.6
" 257062A18648651 ",Alarise,Cherilyn,27-10-1969,"+71868725581 ",Cherilyn.Alarise@gmail.com,400555,2742092,39329.4
" 187102A58790461 ",Mata,Heida,22-08-1979,"+27843868239 ",Heida.Mata@gmail.com,884739,8143560,27234.6
" 277032A42284283 ",Sasnett,Althea,07-11-1909,"0738787158 ",Althea.Sasnett@gmail.com,858882,2486189,98055.7
" 246113188611423 ",Kendrick,Kellen,13-11-1969,"0618874013 ",Kellen.Kendrick@gmail.com,244159,2770485,73941.9
" 198120703750160 ",Sandye,Alie,21-04-1917,"+13503946817 ",Alie.Sandye@gmail.com,238309,2349646,14354.8
" 291120817066745 ",Marcellus,Roseline,10-06-1992,"+78838182555 ",Roseline.Marcellus@gmail.com,966167,1367673,99541.1
" 240082B50721136 ",Bonucci,Eadie,03-08-1903,"+40339402603 ",Eadie.Bonucci@gmail.com,266453,2761299,54505
" 208056777978707 ",Kalinda,Stacey,26-08-1971,"+01392297749 ",Stacey.Kalinda@gmail.com,522402,4374909,80573.8
" 287122A06125615 ",Agle,Arlena,07-04-1992,"0847467244 ",Arlena.Agle@gmail.com,341366,1440509,22311
" 202087400642533 ",Loring,Silvana,26-10-1956,"+09495999122 ",Silvana.Loring@gmail.com,339818,7542252,15184.9
" 221112B91307984 ",Garrison,Kelly,21-02-1987,"+76706359731 ",Kelly.Garrison@gmail.com,884334,1577912,26269.7
" 124072A98273988 ",Imelida,Chickie,28-10-1991,"0963245575 ",Chickie.Imelida@gmail.com,25627,1096009,48389.4
" 174062A09292239 ",Gamaliel,Fayre,29-06-2002,"+92168510716 ",Fayre.Gamaliel@gmail.com,657097,5844488,95236.6
" 255068996871628 ",Liva,Ann-Marie,30-10-1932,"+17413358495 ",Ann-Marie.Liva@gmail.com,460393,3098292,50761.8
" 140052B85351827 ",Hewitt,Renie,30-08-1904,"+15846578576 ",Renie.Hewitt@gmail.com,204524,8897515,94723.7
" 285122B12438851 ",Stephie,Perry,03-10-1955,"+73707352877 ",Perry.Stephie@gmail.com,630022,3883221,64652.4
" 211108725649617 ",Mendez,Cassondra,11-04-1914,"+69872734048 ",Cassondra.Mendez@gmail.com,585162,1120919,70844.8
" 139112B29448499 ",Center,Sue,25-06-1935,"+19386826918 ",Sue.Center@gmail.com,184585,3920256,85293.8
" 115072B20584422 ",Sawtelle,Pollyanna,09-05-1969,"+54574078253 ",Pollyanna.Sawtelle@gmail.com,604777,8121770,73038.3
" 186052B89943845 ",Zeeba,Norine,16-05-1976,"+49271976746 ",Norine.Zeeba@gmail.com,875399,3109133,89739.6
" 163035607076109 ",Noelyn,Suzette,20-03-1965,"+97167970353 ",Suzette.Noelyn@gmail.com,245250,4846593,98023.6
" 232102A22685857 ",Annabella,Emmey,29-05-1980,"+03484220156 ",Emmey.Annabella@gmail.com,891437,1438716,26984.5
" 123082B33539716 ",Tryck,Merci,05-08-1980,"0314153761 ",Merci.Tryck@gmail.com,442054,6361112,75344.2
" 223105902587946 ",McCutcheon,Elena,19-12-1953,"+39230924913 ",Elena.McCutcheon@gmail.com,283353,3426295,34997.9
" 189043344648218 ",Thomasina,Donnie,03-09-1902,"0952201621 ",Donnie.Thomasina@gmail.com,518713,3005146,68280
" 159052A67822633 ",Bonilla,Devina,12-10-1991,"+03427111559 ",Devina.Bonilla@gmail.com,373142,7175498,77641.2
" 235102A62835427 ",Dorine,Latisha,24-06-2002,"+76372879917 ",Latisha.Dorine@gmail.com,973439,7734459,44527
" 163022204918637 ",Glovsky,Misha,24-09-1909,"+03568166318 ",Misha.Glovsky@gmail.com,969975,7310722,33567.5
" 295093370339202 ",Felecia,Annecorinne,17-08-1906,"0137527903 ",Annecorinne.Felecia@gmail.com,264355,8430153,87501.5
" 253122793003515 ",Soneson,Bobinette,19-02-1977,"+89957826950 ",Bobinette.Soneson@gmail.com,799003,8587212,23412.9
" 152112A78998130 ",Milde,Nananne,28-05-1956,"+87547300689 ",Nananne.Milde@gmail.com,382681,1022619,29874.7
" 162042B03253360 ",Thornburg,Berget,09-07-1977,"+55179027384 ",Berget.Thornburg@gmail.com,158903,5085221,49842.1
" 190052A74311721 ",Earlie,Dulce,12-08-2004,"+16176046144 ",Dulce.Earlie@gmail.com,35901,4896269,43661.1
" 131120193324418 ",Cookie,Helena,02-04-1918,"0424843934 ",Helena.Cookie@gmail.com,792749,4052545,48287.9
" 232052B06558095 ",Yam,Deane,10-12-1961,"0808801948 ",Deane.Yam@gmail.com,574976,3023670,77295.5
" 173109909511828 ",Barney,Odessa,20-04-1924,"+10128846147 ",Odessa.Barney@gmail.com,567078,6281683,77413.1
" 126022B08002198 ",Stanwood,Alameda,03-05-1978,"0206100001 ",Alameda.Stanwood@gmail.com,676486,4775063,68695.6
" 174102565271475 ",Cavan,Darci,07-09-1906,"0590318206 ",Darci.Cavan@gmail.com,37775,2110166,81363.1
" 287019264572084 ",Kesley,Mignon,17-07-1995,"0574177055 ",Mignon.Kesley@gmail.com,88215,7005487,15218.8
" 253127864744627 ",Mandler,Max,10-04-2003,"+13816278738 ",Max.Mandler@gmail.com,363773,4961249,91972.2
" 186062A41574527 ",Pattin,Ursulina,15-10-2004,"0483894651 ",Ursulina.Pattin@gmail.com,56615,1326750,84795.5
" 216086239090511 ",Zina,Barbara,01-06-1999,"0705219014 ",Barbara.Zina@gmail.com,37416,8903496,73362.3
" 173032B66137422 ",Nea,Margette,14-09-1943,"0496611410 ",Margette.Nea@gmail.com,549161,2055213,58188.1
" 213102A87895331 ",Pitt,Jaclyn,23-12-1994,"+35635102868 ",Jaclyn.Pitt@gmail.com,674785,4238466,60369.7
" 196067665782181 ",Devlen,Gwyneth,26-09-1952,"+83556971480 ",Gwyneth.Devlen@gmail.com,474056,3841004,81376.3
" 297117401784594 ",Wu,Chandra,22-01-1945,"0285585456 ",Chandra.Wu@gmail.com,42457,3158237,68670.4
" 298118559964543 ",Podvin,Helena,05-01-1952,"+70710314912 ",Helena.Podvin@gmail.com,279587,7333315,56582.7
" 173122A32076920 ",Sallyann,Ellette,20-08-1912,"+14977226517 ",Ellette.Sallyann@gmail.com,643021,1507648,95260.2
" 252042A35315947 ",Pip,Raf,08-10-1957,"+63202111301 ",Raf.Pip@gmail.com,67031,2535117,45544.3
" 265072A61430193 ",Ammann,Bernardine,04-07-1913,"0383583635 ",Bernardine.Ammann@gmail.com,628772,2466210,98207.6
" 110122A44183218 ",Adrienne,Iseabal,07-09-1910,"+24662242110 ",Iseabal.Adrienne@gmail.com,320358,7218031,87058.1
" 155122603444032 ",Hourigan,Celestyna,05-03-1935,"0608674280 ",Celestyna.Hourigan@gmail.com,669557,1534950,32482.5
" 295112B17181524 ",Rodmann,Robinia,06-04-1995,"0925810433 ",Robinia.Rodmann@gmail.com,542317,3665147,90585.7
" 283052A55049097 ",Bartlett,Candy,21-07-1948,"0592069816 ",Candy.Bartlett@gmail.com,430328,7983486,88435.2
" 143072B43002360 ",Eno,Alyda,25-12-2001,"0734845029 ",Alyda.Eno@gmail.com,656085,7292485,90408.1
" 189072A67820746 ",Whittaker,Brynna,17-04-1934,"+30868088401 ",Brynna.Whittaker@gmail.com,952974,4412178,22467.9
" 219102B21062195 ",Gower,Ruthe,05-07-1918,"0930139441 ",Ruthe.Gower@gmail.com,522721,6579692,14690
" 220112B95101154 ",Thornburg,Fanchon,03-03-1951,"0600381602 ",Fanchon.Thornburg@gmail.com,281480,2105183,29106.5
" 122122B01344411 ",Syd,Wileen,29-03-1916,"0705073819 ",Wileen.Syd@gmail.com,82383,6273650,15552.4
" 203018677829996 ",Reinke,Sam,30-09-1920,"0240648013 ",Sam.Reinke@gmail.com,167974,6832319,2063
" 116102A39603153 ",Wattenberg,Dacia,12-12-1919,"0446376135 ",Dacia.Wattenberg@gmail.com,866836,1185839,91509.2
" 296118573663626 ",Katrine,Lusa,03-01-1976,"0737066378 ",Lusa.Katrine@gmail.com,251602,6408501,47515.2
" 203012A84372122 ",Plato,Norine,26-07-1974,"0146264810 ",Norine.Plato@gmail.com,784710,3800867,23369
" 208082B11839335 ",Halla,Farrah,21-12-1976,"0861632669 ",Farrah.Halla@gmail.com,428001,8543860,76797.9
" 138122B15224697 ",Alabaster,Fernande,15-03-1913,"0980000418 ",Fernande.Alabaster@gmail.com,917064,4275591,56344.1
" 143082A09400207 ",Lilas,Bernie,14-05-1997,"+32886476912 ",Bernie.Lilas@gmail.com,503470,2144343,54678.2
" 166112B69119117 ",Byrne,Althea,09-03-1920,"0931219608 ",Althea.Byrne@gmail.com,646683,7024493,76343.5
" 155099000902492 ",Zachary,Rhoda,02-06-1959,"0347415588 ",Rhoda.Zachary@gmail.com,319367,7638248,1802.6
" 186022A09004905 ",Iaverne,Devina,31-05-1958,"+19883231743 ",Devina.Iaverne@gmail.com,991848,3345552,71619.5
" 249112953793573 ",Janith,Carolina,22-04-1914,"0255016669 ",Carolina.Janith@gmail.com,24683,8366497,70393
" 253108042618819 ",Suzetta,Viki,08-03-1961,"+93657287064 ",Viki.Suzetta@gmail.com,402314,6239748,28782.1
" 266102B29440787 ",Goldina,Mureil,20-12-1907,"+80285833150 ",Mureil.Goldina@gmail.com,389,8760117,60097.9
" 224076518833197 ",Talia,Zondra,19-07-1934,"+76453334290 ",Zondra.Talia@gmail.com,793344,5497306,16688.4
" 233039059703648 ",Marisa,Rayna,24-11-1988,"0538916987 ",Rayna.Marisa@gmail.com,138236,4579841,6894.8
" 103112B43014888 ",Wattenberg,Jinny,01-06-1981,"0779366025 ",Jinny.Wattenberg@gmail.com,83473,3145022,66477.2
" 200123700105563 ",Valerio,Vanessa,02-09-1919,"+53453469141 ",Vanessa.Valerio@gmail.com,770088,3028885,11666.9
" 195102B75755329 ",Harriman,Lesly,02-02-1911,"+50441570455 ",Lesly.Harriman@gmail.com,261345,4978484,20127.5
" 253128829940938 ",Clywd,Glynnis,03-02-1960,"+16550761042 ",Glynnis.Clywd@gmail.com,231527,2340349,1543.3
" 131129899263372 ",O'Rourke,Ulrike,06-11-1956,"+30880586026 ",Ulrike.O'Rourke@gmail.com,705149,7808216,92953.6
" 170120023115732 ",Riordan,Madelle,25-07-1979,"+84447012632 ",Madelle.Riordan@gmail.com,406371,3747452,7086.6
" 288122228587025 ",Cassius,Merrie,17-03-1907,"0256470122 ",Merrie.Cassius@gmail.com,113229,2043561,1001.4
" 124059943782319 ",Albertine,Desirae,05-05-1928,"0167373061 ",Desirae.Albertine@gmail.com,713807,2660718,99325.9
" 165106482556158 ",Whittaker,Collen,05-04-1914,"+41683425483 ",Collen.Whittaker@gmail.com,556325,5343815,37838.5
" 258129159940840 ",Cleavland,Clementine,11-10-1941,"+87299320118 ",Clementine.Cleavland@gmail.com,295785,3874946,75480
" 241112B86566762 ",Albertine,Phylis,30-12-1936,"+88317789526 ",Phylis.Albertine@gmail.com,669990,4586623,92422.3
" 169122A97638660 ",Thomasina,Zia,11-02-1914,"0528133329 ",Zia.Thomasina@gmail.com,845474,4656311,23129.1
" 218092B85156512 ",Lunsford,Bettine,11-01-1975,"+39473607462 ",Bettine.Lunsford@gmail.com,929682,8311443,75282.6
" 147122A71983314 ",Gilbertson,Odessa,24-10-1975,"0729560927 ",Odessa.Gilbertson@gmail.com,922076,3164021,65413.3
" 105079550334561 ",Georas,Kirstin,29-04-1903,"0586678214 ",Kirstin.Georas@gmail.com,1429,2376006,6823.9
" 264112762141445 ",Allys,Fanny,02-09-1955,"0120077499 ",Fanny.Allys@gmail.com,621002,3558167,21260.3
" 277032A54460468 ",Erich,Deloria,17-01-1962,"0432311449 ",Deloria.Erich@gmail.com,406943,8809152,10932.6
" 291122B84238420 ",Schlosser,Aubrie,04-01-1924,"0635887398 ",Aubrie.Schlosser@gmail.com,542757,6539361,10847.1
" 195082089254566 ",Edmund,Sibella,29-04-1997,"+45209122443 ",Sibella.Edmund@gmail.com,531436,1012871,15161.8
" 171032A13384832 ",Hachmin,Loree,08-10-1997,"0428987094 ",Loree.Hachmin@gmail.com,196917,2165339,80446.3
" 169034534402989 ",Sparhawk,Basia,21-01-1975,"0357668758 ",Basia.Sparhawk@gmail.com,785719,1743100,96292.9
" 274112B39459646 ",Macey,Orsola,02-08-1925,"+74751501367 ",Orsola.Macey@gmail.com,913585,4313393,71862.2
" 199072B26327125 ",Reinke,Deedee,16-09-1962,"0483926943 ",Deedee.Reinke@gmail.com,856676,8731447,20550.9
" 132109913868659 ",Rozanna,Vevay,16-09-1955,"0656144783 ",Vevay.Rozanna@gmail.com,861021,3100845,35286.6
" 298022B83912148 ",Hoban,Karly,23-09-1964,"0340920533 ",Karly.Hoban@gmail.com,326439,8465403,12683.9
" 109062A23486973 ",Shields,Emilia,25-06-1965,"+65437959908 ",Emilia.Shields@gmail.com,483163,7767997,23688.5
" 143078316976633 ",Croix,Kassey,29-04-1931,"+85427826055 ",Kassey.Croix@gmail.com,919016,6032888,69387.3
" 153092B76560024 ",Willie,Hyacinthe,28-01-1975,"+30947719860 ",Hyacinthe.Willie@gmail.com,29226,8078487,9078.9
" 193081315227591 ",Geffner,Sidoney,27-12-1903,"0758720665 ",Sidoney.Geffner@gmail.com,298642,6417283,37849.3
" 154012B99318165 ",Andrel,Nickie,16-06-1964,"0178467294 ",Nickie.Andrel@gmail.com,546033,6623471,94777.8
" 234128104939641 ",Redmond,Candy,21-11-2003,"0972454927 ",Candy.Redmond@gmail.com,915962,4460252,39274.8
" 286055161349199 ",Jillane,Althea,02-02-1976,"+23992079152 ",Althea.Jillane@gmail.com,144363,1221035,13201.1
" 113127804109751 ",Rosemary,Florencia,11-03-1961,"0326621953 ",Florencia.Rosemary@gmail.com,467161,7725544,55579.8
" 108115646666543 ",Fry,Layla,28-04-1966,"+64578068822 ",Layla.Fry@gmail.com,939383,4344737,8359.2
" 201113794704759 ",Strephon,Grier,05-10-1931,"0448040443 ",Grier.Strephon@gmail.com,324101,2243287,4801.8
" 153122B55046265 ",Sothena,Miquela,02-07-1983,"0690941671 ",Miquela.Sothena@gmail.com,314529,2617392,59526.4
" 174031661114131 ",Alfons,Dulce,11-03-2003,"0265397853 ",Dulce.Alfons@gmail.com,180045,6368145,66001.4
" 218105581247507 ",Gladstone,Clementine,19-02-1999,"0309177456 ",Clementine.Gladstone@gmail.com,863002,3993639,66301.3
" 162062A86620926 ",Selway,Merry,23-03-1980,"0923624818 ",Merry.Selway@gmail.com,154057,5638465,29757.8
" 110109011390143 ",Meli,Fina,02-10-1941,"0580147689 ",Fina.Meli@gmail.com,24266,7941672,24559.5
" 242128297200290 ",Orpah,Myrtice,02-07-1903,"0103125182 ",Myrtice.Orpah@gmail.com,115455,7700834,27650.3
" 106112347378365 ",Craggie,Calla,16-05-1979,"0763116611 ",Calla.Craggie@gmail.com,548481,4746104,4614.7
" 291102A64954182 ",Eldrid,Annaliese,10-01-1936,"+88522636749 ",Annaliese.Eldrid@gmail.com,553234,4759341,49879.5
" 213022A88428933 ",Presber,Dorothy,08-06-1975,"0608827703 ",Dorothy.Presber@gmail.com,333181,7734263,42670.9
" 247104146280163 ",Fiester,Ursulina,18-11-1914,"0983102134 ",Ursulina.Fiester@gmail.com,190262,3113535,7179.5
" 167112B45929183 ",Kristi,Dacia,27-08-1902,"0495426564 ",Dacia.Kristi@gmail.com,153629,5989569,30343.6
" 134107019150441 ",Othilia,Estell,15-08-1954,"+36282264140 ",Estell.Othilia@gmail.com,769167,3735903,73610.3
" 290062A37232858 ",Bibi,Olivette,17-10-1901,"0358001765 ",Olivette.Bibi@gmail.com,77040,5521268,31006.1
" 100039212392370 ",Oster,Lucy,23-04-1955,"0631381282 ",Lucy.Oster@gmail.com,236023,8677815,60778.4
" 190072512898797 ",Tayib,Rani,11-07-1999,"+16902275848 ",Rani.Tayib@gmail.com,620607,4013356,60075.3
" 179122A66408178 ",Pyle,Jordan,18-02-1970,"0944943434 ",Jordan.Pyle@gmail.com,633053,3954795,2923.8
" 164056311036469 ",Presber,Marcy,14-01-1906,"0815550137 ",Marcy.Presber@gmail.com,923386,7626458,562
" 128112B74928438 ",Jary,Carlie,12-05-1957,"0897319474 ",Carlie.Jary@gmail.com,110641,7207073,36779.1
" 220104751434593 ",Haerr,Ida,22-03-1948,"0743245830 ",Ida.Haerr@gmail.com,148109,6420049,55623.2
" 152122B40903601 ",Dearborn,Lily,14-12-1904,"0827481622 ",Lily.Dearborn@gmail.com,10134,1759018,24284.7
" 293111820573895 ",Juliet,Nannie,21-06-1959,"0962829457 ",Nannie.Juliet@gmail.com,622818,5984690,32300.4
" 230049347142604 ",Read,Chickie,04-03-1986,"+19678643551 ",Chickie.Read@gmail.com,296706,7779689,93879.9
" 150056509892456 ",Ummersen,Caritta,23-02-2004,"0729987803 ",Caritta.Ummersen@gmail.com,989032,4491002,67421.3
" 209042B30379783 ",Sheng,Carlie,03-02-1925,"+91893775538 ",Carlie.Sheng@gmail.com,619900,7032961,84887.8
" 277122A35416777 ",Fontana,Letizia,10-04-1912,"0193343042 ",Letizia.Fontana@gmail.com,860199,3385385,16238.9
" 206022A44784909 ",Buckler,Rani,23-12-1914,"+00487492939 ",Rani.Buckler@gmail.com,727761,5650144,75993
" 167082A35357852 ",Yusuk,Netty,13-08-1962,"+20298428373 ",Netty.Yusuk@gmail.com,698857,1335517,20000.4
" 290021118193641 ",Grosz,Vinita,21-04-1927,"0329746700 ",Vinita.Grosz@gmail.com,606684,6886753,20025.1
" 271122B94677852 ",Magnolia,Krystle,15-04-1925,"+80688661601 ",Krystle.Magnolia@gmail.com,519017,3374419,15062.2
" 284116664061469 ",Hortensia,Rubie,26-06-1915,"0375468548 ",Rubie.Hortensia@gmail.com,969792,7697374,60849.6
" 110116147310905 ",Standing,Britni,09-11-1940,"+93724715730 ",Britni.Standing@gmail.com,812978,8356169,96050.2
" 152102B33976219 ",Suk,Ashlee,14-11-1953,"+20140610787 ",Ashlee.Suk@gmail.com,392210,3027277,58686.6
" 143104176475192 ",Nisbet,Vinita,04-10-1913,"+23454350008 ",Vinita.Nisbet@gmail.com,553680,3192628,23664
" 222022112107575 ",Pillsbury,Iseabal,03-01-1947,"0463882891 ",Iseabal.Pillsbury@gmail.com,910406,7258412,96009.7
" 139102B48983076 ",Slifka,Mathilda,20-10-1942,"0702755576 ",Mathilda.Slifka@gmail.com,422729,5142853,26469.8
" 289105714144766 ",Lacombe,Beverley,02-12-1984,"+98741041212 ",Beverley.Lacombe@gmail.com,713567,5606477,27019.9
" 268100783712462 ",Lareena,Evita,05-07-1958,"0291450768 ",Evita.Lareena@gmail.com,430019,6747209,59039.1
" 256092A32834974 ",Berriman,Dorice,05-01-1963,"+45326340995 ",Dorice.Berriman@gmail.com,100640,1387495,12847.7
" 258012A42676354 ",Aaberg,Corene,19-03-1931,"0277663045 ",Corene.Aaberg@gmail.com,329844,6140259,55596.5
" 215105377630134 ",Aldric,Feliza,24-02-1910,"+96111486536 ",Feliza.Aldric@gmail.com,895155,8379080,20339.8
