Numero_Securite_Sociale,Nom,Prenom,Date_Naissance,Numero_Telephone,E_Mail,ID_Remboursement,Code_Soin,Montant_Remboursement
" 226122A02343972 ",Hirsch,Lacie,12-07-1910,"+58176285459 ",Lacie.Hirsch@gmail.com,704842,8925141,37382.2
" 194102B55677042 ",Baylor,Lynea,18-11-1948,"0274699872 ",Lynea.Baylor@gmail.com,9432,4165717,78572.2
" 128122A67870000 ",Eliathas,Rani,16-12-1935,"0655116038 ",Rani.Eliathas@gmail.com,206704,4679172,76538.6
" 266112A52300358 ",Fleeta,Kara-Lynn,05-12-1933,"+64395688591 ",Kara-Lynn.Fleeta@gmail.com,400152,6018783,52872.9
" 276107045590364 ",Jary,Stephanie,01-08-1909,"0195968517 ",Stephanie.Jary@gmail.com,364936,3744665,23936
" 208036686914046 ",Nelsen,Joeann,04-11-1944,"0989861283 ",Joeann.Nelsen@gmail.com,197465,5906999,62999.1
" 265102B76084328 ",Desai,Marnia,23-03-1922,"0859403551 ",Marnia.Desai@gmail.com,773978,8694715,65203.1
" 194012A30438689 ",Odell,Kristina,31-08-1901,"0743621689 ",Kristina.Odell@gmail.com,837670,1014131,3687.1
" 175032A67410217 ",Charity,Yvonne,04-09-1909,"0721286297 ",Yvonne.Charity@gmail.com,148951,8771275,38729.9
" 284107798471415 ",Ellord,Karina,13-11-1913,"+69745705035 ",Karina.Ellord@gmail.com,18639,1449654,2751.8
" 280022B20430440 ",Lasley,Joceline,08-04-1998,"+23324823967 ",Joceline.Lasley@gmail.com,94949,8636643,13666.2
" 100112A59893266 ",Turne,Frieda,13-06-1984,"+79464903484 ",Frieda.Turne@gmail.com,886041,2178618,77909
" 212012A59470478 ",Dorine,Noelle,22-05-1945,"0942913417 ",Noelle.Dorine@gmail.com,350024,5230796,31205
" 272049701964760 ",Ade,Kirstin,27-11-1910,"+99208693768 ",Kirstin.Ade@gmail.com,384970,6851944,65983.6
" 172082A85314181 ",Ilka,Priscilla,21-01-1976,"+20286106847 ",Priscilla.Ilka@gmail.com,477013,2663395,99526.2
" 269122A11157827 ",Alisia,Andeee,17-05-1985,"+67100295292 ",Andeee.Alisia@gmail.com,576627,2960869,53294
" 162104906953228 ",Ursulette,Thalia,18-12-1976,"0283279519 ",Thalia.Ursulette@gmail.com,474576,8370062,24163.9
" 216122A46593066 ",Fiann,Sindee,09-07-1966,"+59534259887 ",Sindee.Fiann@gmail.com,19176,8095105,77703.3
" 123112B76571636 ",Toffic,Concettina,11-01-1981,"0428271374 ",Concettina.Toffic@gmail.com,12042,1019620,76277.4
" 180022B60223934 ",Rurik,Melodie,20-06-1952,"0259839782 ",Melodie.Rurik@gmail.com,60776,5971701,67673.6
" 295082A90723124 ",Burnside,Maurene,30-11-1939,"0144287807 ",Maurene.Burnside@gmail.com,836635,2404674,53553.6
" 291026893095648 ",Garrison,Kaja,28-01-1921,"0326731248 ",Kaja.Garrison@gmail.com,32461,3336552,78195.1
" 187102B96903547 ",Oneida,Gertrud,23-10-1906,"0917703744 ",Gertrud.Oneida@gmail.com,714185,8039088,15567.2
" 147072017466345 ",Paton,Zaria,07-07-1916,"0443246259 ",Zaria.Paton@gmail.com,977382,4319985,65490.2
" 209045496453487 ",Euridice,Viki,08-06-1980,"0261017208 ",Viki.Euridice@gmail.com,753072,5267560,2341
" 127038053743850 ",Jacobah,Frances,18-03-1912,"+43189517482 ",Frances.Jacobah@gmail.com,433319,8677275,9403.5
" 111029558494376 ",Brunell,Fidelia,10-10-1960,"0199687989 ",Fidelia.Brunell@gmail.com,224059,4151655,25043.6
" 162082A01670011 ",Chabot,Claudina,04-02-1987,"0835414008 ",Claudina.Chabot@gmail.com,523468,3178651,41388.9
" 277078799346591 ",Gert,Ida,09-04-1982,"0681182225 ",Ida.Gert@gmail.com,50791,3646872,94114.8
" 231012B21130837 ",Gert,Rori,04-03-1993,"0814002872 ",Rori.Gert@gmail.com,366098,4660561,74869.8
" 142053769557773 ",Cecile,Mellicent,22-07-1964,"0533726375 ",Mellicent.Cecile@gmail.com,94392,2022734,65866.5
" 187122A51939463 ",Emanuel,Arlena,24-03-1926,"0514284000 ",Arlena.Emanuel@gmail.com,58509,8160633,49594
" 103092A83075239 ",Urias,Harmonia,23-02-1970,"+73558789880 ",Harmonia.Urias@gmail.com,135950,4115738,82273.4
" 197112A39714309 ",Serilda,Paola,23-03-1928,"0511307162 ",Paola.Serilda@gmail.com,523111,3743695,81349.7
" 108112A32961187 ",Elo,Eve,20-07-1955,"0177315596 ",Eve.Elo@gmail.com,106986,7160284,80824.4
" 227062B21634613 ",Breed,Rivalee,20-06-1906,"0570245784 ",Rivalee.Breed@gmail.com,921477,8647519,15315.8
" 194051151355497 ",Stav,Sue,14-04-1941,"+36708885152 ",Sue.Stav@gmail.com,951828,1929921,18763.8
" 218042B23907508 ",Posner,Jenda,13-08-1928,"0940302982 ",Jenda.Posner@gmail.com,527033,1168468,31935.7
" 297106589586751 ",Si,Katuscha,04-12-1945,"+80168745046 ",Katuscha.Si@gmail.com,624616,6424741,45133.5
" 257102A29715615 ",Brandice,Meg,27-04-1972,"0209889019 ",Meg.Brandice@gmail.com,692210,1204460,77922.7
" 230095985655072 ",Glenden,Hettie,26-06-1904,"0965682229 ",Hettie.Glenden@gmail.com,972387,1024745,22803.4
" 277112B95648204 ",Dom,Dione,21-12-1980,"0474194187 ",Dione.Dom@gmail.com,649305,2991226,19278
" 207112B79089421 ",Philipp,Leona,14-04-1957,"+69397514286 ",Leona.Philipp@gmail.com,175877,4641201,12795.3
" 116128412196528 ",Stelle,Benita,07-12-1980,"0140133576 ",Benita.Stelle@gmail.com,90053,8322064,31511.8
" 193106676192114 ",Kress,Agnese,27-07-1995,"0665022610 ",Agnese.Kress@gmail.com,549821,6564202,10996.1
" 237122379785429 ",Gahl,Cathyleen,07-06-1967,"0490331678 ",Cathyleen.Gahl@gmail.com,14611,1482726,1382.3
" 221112618545405 ",Paine,Cecile,16-03-1944,"+84960349816 ",Cecile.Paine@gmail.com,598976,7886684,29664.9
" 256102142247094 ",Arvo,Phylis,26-02-1934,"0310169226 ",Phylis.Arvo@gmail.com,812581,1084620,4354.4
" 208087391634609 ",Jeanne,Laurene,19-05-1963,"+57431770797 ",Laurene.Jeanne@gmail.com,8841,1660795,11389.2
" 253072606728237 ",Haldas,Lilith,01-07-1984,"0621491409 ",Lilith.Haldas@gmail.com,214253,8801869,24.8
" 293095487457896 ",Cosenza,Correy,24-10-1982,"+30866738050 ",Correy.Cosenza@gmail.com,451091,2320852,58089
" 122124865604521 ",Wildermuth,Jasmina,06-02-1902,"0702942950 ",Jasmina.Wildermuth@gmail.com,702506,3774200,70472.6
" 152042841365221 ",Weitman,Priscilla,27-08-1957,"0992674828 ",Priscilla.Weitman@gmail.com,719199,6980407,97250.7
" 163068336718443 ",Bearnard,Jaime,10-11-1998,"0446498944 ",Jaime.Bearnard@gmail.com,988011,2411498,55482
" 158062932557700 ",Liebermann,Leeanne,22-07-1941,"0761176314 ",Leeanne.Liebermann@gmail.com,49021,6236071,14384.3
" 278127740792315 ",Thema,Maud,30-12-1912,"0201294109 ",Maud.Thema@gmail.com,249112,6461933,82194
" 130052B79921409 ",Elbertina,Tersina,18-06-1921,"+39519073983 ",Tersina.Elbertina@gmail.com,487753,2135100,78436.1
" 123048480640919 ",Himelman,Emelina,05-08-1937,"+94366924849 ",Emelina.Himelman@gmail.com,938680,7401980,87398
" 287106782797677 ",Shanley,Cissiee,01-03-1958,"+49859008706 ",Cissiee.Shanley@gmail.com,492681,3036357,37865.1
" 154112A87697328 ",Eiser,Karina,31-08-1979,"+32878123855 ",Karina.Eiser@gmail.com,983520,3129629,56049.9
" 240125429320589 ",Friede,Ivett,05-10-1939,"0891046506 ",Ivett.Friede@gmail.com,808332,6932428,49589.4
" 140022A05044344 ",Arathorn,Sandie,07-07-1962,"+98776867971 ",Sandie.Arathorn@gmail.com,125365,1262681,49252.7
" 192081528482463 ",Nickola,Arlina,27-12-1971,"0321589365 ",Arlina.Nickola@gmail.com,767889,6831306,30226.3
" 191010027696441 ",Melleta,Gusella,12-03-1976,"0916979351 ",Gusella.Melleta@gmail.com,106617,4514179,1885.8
" 256127387387047 ",Adore,Yetty,29-08-1922,"+93552633832 ",Yetty.Adore@gmail.com,570866,1518674,22231.6
" 231022B60032489 ",Flita,Basia,10-08-1917,"0790146076 ",Basia.Flita@gmail.com,608477,7094857,94560
" 159067072622333 ",Cutlerr,Nickie,16-11-1912,"+80151444107 ",Nickie.Cutlerr@gmail.com,216375,7009697,93430.2
" 192062A40619251 ",Holbrook,Myrtice,10-06-1936,"0527448629 ",Myrtice.Holbrook@gmail.com,474222,2371284,86833.3
" 224082B34969530 ",Mallon,Stevana,01-11-1971,"0607241891 ",Stevana.Mallon@gmail.com,293332,5085404,71924.3
" 156112B29522487 ",Vale,Sara-Ann,03-05-1915,"0175395479 ",Sara-Ann.Vale@gmail.com,1515,4684647,38041.2
" 173032B98880925 ",Bluh,Meghann,20-07-1960,"+69273836787 ",Meghann.Bluh@gmail.com,819120,1598330,30807.8
" 180062A38046979 ",Hanshaw,Gusty,22-05-1908,"0664418795 ",Gusty.Hanshaw@gmail.com,554957,1239154,19328.3
" 184100676319597 ",Kalinda,Delilah,25-07-1920,"+02908111557 ",Delilah.Kalinda@gmail.com,802172,5003079,28251.1
" 203032A54066733 ",Stilwell,Henriette,10-08-1975,"+41567130423 ",Henriette.Stilwell@gmail.com,976766,1666057,23106.5
" 219011240514344 ",Jeanne,Clarice,06-09-1923,"0304486521 ",Clarice.Jeanne@gmail.com,337621,7107646,48057.2
" 232127408614161 ",Reinke,Aeriela,15-07-1983,"+16584071186 ",Aeriela.Reinke@gmail.com,222098,7283110,61979.7
" 181112551128211 ",Mendez,Phedra,09-11-1995,"0458572609 ",Phedra.Mendez@gmail.com,158826,8358279,12066.4
" 217082B83059894 ",Septima,Brynna,15-09-1994,"+20441147327 ",Brynna.Septima@gmail.com,254673,7461631,99638.6
" 211129399181761 ",Si,Patricia,28-01-1934,"0612732652 ",Patricia.Si@gmail.com,619698,1625148,36097.2
" 294062A84663196 ",Dorothy,Romona,03-07-1969,"0548997618 ",Romona.Dorothy@gmail.com,958245,8826607,97336.7
" 269088608697825 ",Ralfston,Grier,05-07-1912,"0494682841 ",Grier.Ralfston@gmail.com,623197,5701603,71975.6
" 242122B10072871 ",Angelis,Romona,25-04-1967,"0562606987 ",Romona.Angelis@gmail.com,886605,5072249,95683.3
" 126112A52008185 ",Viddah,Averyl,26-03-1957,"0536397034 ",Averyl.Viddah@gmail.com,384528,4195908,75686.8
" 121051958816774 ",Arne,Olwen,05-03-1968,"0448531641 ",Olwen.Arne@gmail.com,644493,2924979,83995.5
" 241062A61834606 ",Posner,Renae,27-09-1960,"0451305833 ",Renae.Posner@gmail.com,112670,7328677,28382.6
" 123081123995185 ",Berne,Marnia,08-02-1969,"0380849987 ",Marnia.Berne@gmail.com,26364,8929781,45377.8
" 239125128716639 ",Stover,Jorry,24-06-1905,"0590660225 ",Jorry.Stover@gmail.com,377578,5180192,90360
" 287111302383573 ",Chobot,Chloris,17-02-1964,"+57287009292 ",Chloris.Chobot@gmail.com,439104,3707726,60488.2
" 284102A42548644 ",Jarib,Doro,18-05-1988,"+98904268895 ",Doro.Jarib@gmail.com,805480,1873057,22195.6
" 157032B90777385 ",Elbertina,Romona,22-06-1904,"0662142130 ",Romona.Elbertina@gmail.com,949738,8238983,80640.9
" 241124262404064 ",Sammons,Dotty,24-05-1964,"+78776914627 ",Dotty.Sammons@gmail.com,643471,2632823,30360.9
" 145042A01817771 ",Whiffen,Emilia,24-01-1911,"0752704527 ",Emilia.Whiffen@gmail.com,906392,8550709,22014.3
" 240024080790353 ",Lasley,Nollie,21-05-1976,"+46285057272 ",Nollie.Lasley@gmail.com,778962,7126437,5122.2
" 228120422862939 ",Bronk,Tera,20-12-1910,"+23191664359 ",Tera.Bronk@gmail.com,888001,7895975,36655
" 223052B02295154 ",Tillford,Myrtice,13-08-1992,"0265270862 ",Myrtice.Tillford@gmail.com,531410,5702618,81365
" 218106831690201 ",Shanley,Ricky,17-01-1933,"0280145360 ",Ricky.Shanley@gmail.com,109422,3893773,49658.9
" 221086974320658 ",Chick,Andeee,15-11-1946,"+49473813912 ",Andeee.Chick@gmail.com,511571,2665076,31355.5
" 191127130207969 ",Maisey,Ofilia,26-02-1991,"+83933737549 ",Ofilia.Maisey@gmail.com,62711,6132417,5688.3
" 223106988632910 ",Anderea,Carmencita,20-08-1976,"0674339757 ",Carmencita.Anderea@gmail.com,328986,6686651,23553.7
" 265115886840340 ",Calhoun,Shel,06-03-1984,"0965094037 ",Shel.Calhoun@gmail.com,654497,3646751,66082.4
" 155042B95159236 ",Hertzfeld,Leona,02-03-1900,"0895394924 ",Leona.Hertzfeld@gmail.com,129003,3045872,16965.6
" 141052A66936893 ",Evangelia,Alameda,19-02-1911,"+46534360442 ",Alameda.Evangelia@gmail.com,382734,4320552,65054.5
" 221122A85111272 ",Johnsson,Collen,28-04-1999,"+42241300364 ",Collen.Johnsson@gmail.com,566373,5179675,88586.2
" 234042A94524981 ",Remmer,Shel,30-12-1994,"+01293724770 ",Shel.Remmer@gmail.com,559293,2388987,19916.8
" 264092B75490220 ",Nore,Delilah,05-01-1904,"+10208780195 ",Delilah.Nore@gmail.com,372581,6652911,65877.9
" 265078544334491 ",Richers,Cherrita,24-03-1999,"+53515650597 ",Cherrita.Richers@gmail.com,143175,6374614,49783.8
" 163102138127905 ",Dawkins,Therine,26-02-1972,"0192654817 ",Therine.Dawkins@gmail.com,679563,8126174,94743.1
" 107103705850131 ",Hashim,Korrie,01-10-1996,"0854458684 ",Korrie.Hashim@gmail.com,783822,1174149,53504.4
" 131040121691475 ",Pascia,Netty,25-03-1961,"0616847847 ",Netty.Pascia@gmail.com,729238,6541894,10337.2
" 126032B97800589 ",Kimmie,Jany,05-03-1904,"0237412233 ",Jany.Kimmie@gmail.com,474011,3266569,36776.1
" 241082B95350276 ",Timon,Cacilie,31-12-1931,"+41514575072 ",Cacilie.Timon@gmail.com,67265,6952504,19528.7
" 234122B39040046 ",Strephon,Daryl,05-02-1925,"0195305316 ",Daryl.Strephon@gmail.com,672118,2614792,98864.6
" 137016377035600 ",Pandolfi,Loree,19-02-2001,"0244008410 ",Loree.Pandolfi@gmail.com,395746,8276258,21832
" 289118748998279 ",Fadiman,Ayn,12-06-1948,"0856972231 ",Ayn.Fadiman@gmail.com,890198,6422150,75100.8
" 204049079736382 ",Milson,Emma,27-06-1901,"0419850238 ",Emma.Milson@gmail.com,695038,6500313,60966.8
" 157102539683991 ",Emerson,Xylina,03-07-1918,"+33100913121 ",Xylina.Emerson@gmail.com,662082,7313186,52354.7
" 221079510723871 ",Azeria,Kary,12-09-1904,"+81946235241 ",Kary.Azeria@gmail.com,251847,1626617,95607.7
" 105030480581503 ",Latini,Kimberley,02-09-1964,"+75667685958 ",Kimberley.Latini@gmail.com,872530,1505280,23854.9
" 134122A84224108 ",Ehrman,Evaleen,04-09-1988,"+87958501842 ",Evaleen.Ehrman@gmail.com,831882,7117284,86833.7
" 274092512370441 ",Shama,Dode,21-12-1978,"+82389866421 ",Dode.Shama@gmail.com,539767,2953003,24384.7
" 179032A68805560 ",Olin,Jennica,30-09-1955,"+70516403470 ",Jennica.Olin@gmail.com,462270,5811901,92157.2
" 181102A46472176 ",Diogenes,Robinia,12-10-1915,"0279505417 ",Robinia.Diogenes@gmail.com,557485,6270568,90140
" 145102A24507481 ",Cottle,Ericka,06-06-1966,"+52128533468 ",Ericka.Cottle@gmail.com,384601,1231359,14789.6
" 129032B43306526 ",Greyson,Mireielle,06-01-1988,"0179844321 ",Mireielle.Greyson@gmail.com,602882,8241992,1896.6
" 209052A54969784 ",Forrer,Laure,12-12-1970,"+70606511406 ",Laure.Forrer@gmail.com,387583,5765158,13699
" 164062A07365001 ",Schlosser,Pierette,09-03-1903,"0204224818 ",Pierette.Schlosser@gmail.com,409395,3806321,81277.6
" 195011468924467 ",O'Neill,Therine,27-09-1968,"0404337361 ",Therine.O'Neill@gmail.com,891356,3398914,33165.8
" 201061544218362 ",Stefa,Eve,30-05-1931,"0527239007 ",Eve.Stefa@gmail.com,256552,5681261,33768.8
" 180053477248399 ",Burch,Kittie,15-08-1970,"+93542009906 ",Kittie.Burch@gmail.com,41797,5522025,10205.5
" 234102A62661133 ",Jagir,Lanae,08-04-1949,"+11824850172 ",Lanae.Jagir@gmail.com,699956,3535023,80421.3
" 249112A21548120 ",Gunn,Lusa,07-06-1971,"0495787076 ",Lusa.Gunn@gmail.com,228668,5749359,33453.4
" 169112B06375745 ",Carri,Tarra,08-06-1978,"0579341602 ",Tarra.Carri@gmail.com,497779,5704345,32075.6
" 108119138048940 ",Hirsch,Kenna,02-05-1921,"+70283778340 ",Kenna.Hirsch@gmail.com,929716,4118171,51339
" 248022565312929 ",Dunkin,Roz,18-09-1991,"+11787618109 ",Roz.Dunkin@gmail.com,938591,1594799,96176.4
" 148112B76363933 ",Leffen,Christian,10-10-1935,"0533640853 ",Christian.Leffen@gmail.com,45465,4017283,44581.3
" 218099358506889 ",Raama,Lilith,23-02-1983,"+07682775378 ",Lilith.Raama@gmail.com,742550,5131346,29111.3
" 248122A80005169 ",Taam,Lorne,06-11-1994,"0147902163 ",Lorne.Taam@gmail.com,56454,7303800,69236.5
" 153071370105735 ",Sheng,Georgetta,22-06-1924,"+74101199207 ",Georgetta.Sheng@gmail.com,574387,7069777,92618.5
" 226102B35883208 ",Bonilla,Kimmy,03-03-1915,"0770380944 ",Kimmy.Bonilla@gmail.com,673514,1038389,29701.7
" 168029143803053 ",Shanley,Sabina,10-02-1912,"+87112391228 ",Sabina.Shanley@gmail.com,709075,8994343,91965.1
" 114122A47252125 ",Newell,Belinda,30-08-1994,"+98632705984 ",Belinda.Newell@gmail.com,679233,1163337,31801.1
" 240122A28346619 ",Arley,Clementine,03-03-1941,"0794896295 ",Clementine.Arley@gmail.com,829279,1788675,58509
" 238113352468490 ",Francene,Mahalia,24-08-1930,"+39612738676 ",Mahalia.Francene@gmail.com,379059,3209812,18647.1
" 221088277002044 ",Vorster,Concettina,01-01-1997,"+48404935378 ",Concettina.Vorster@gmail.com,861430,7851238,83133.3
" 256049692281716 ",Bord,Aryn,07-10-1956,"+63710500599 ",Aryn.Bord@gmail.com,146398,3519471,97663.4
" 278052A68425808 ",Campball,Sherrie,04-04-1942,"0849114696 ",Sherrie.Campball@gmail.com,755147,2147084,54449.2
" 293010612003976 ",Cecile,Adele,07-01-1996,"+73470785860 ",Adele.Cecile@gmail.com,264215,8602354,86136.5
" 248113551958679 ",Talia,Rayna,14-09-1900,"+27461232479 ",Rayna.Talia@gmail.com,65935,6570813,19647.7
" 170118610714971 ",Gert,Aurore,16-03-1992,"+12879340032 ",Aurore.Gert@gmail.com,647864,4232504,43399
" 104122A06586762 ",Ferrell,Dorice,28-07-1931,"0972169681 ",Dorice.Ferrell@gmail.com,589903,1085388,83643.7
" 179086816356239 ",Barrus,Babita,19-03-1913,"0188007264 ",Babita.Barrus@gmail.com,300815,8889954,51695.8
" 199079664988924 ",Hurley,Cassandra,11-05-1951,"0955642730 ",Cassandra.Hurley@gmail.com,897686,3054880,47342.8
" 161082A96798616 ",Evvie,Tracey,08-05-2001,"+99466931876 ",Tracey.Evvie@gmail.com,505857,7525872,81674.8
" 256122A92506117 ",Arvo,Fernande,04-03-1992,"0961936741 ",Fernande.Arvo@gmail.com,866143,1088768,87961.7
" 151039571969410 ",Nore,Grier,25-03-1996,"+90691300717 ",Grier.Nore@gmail.com,138631,2289965,98958.7
" 246025126931311 ",Ortrude,Jinny,08-11-1989,"0405268661 ",Jinny.Ortrude@gmail.com,300926,4841763,4902.7
" 206042B07253880 ",Cecile,Lexine,17-07-1914,"+90869348710 ",Lexine.Cecile@gmail.com,541345,7753326,49980.2
" 265095790232740 ",Destinee,Keelia,10-08-1999,"+72248418560 ",Keelia.Destinee@gmail.com,374106,4480273,58757.6
" 252082A73575048 ",Celestine,Tierney,07-05-1940,"0838295950 ",Tierney.Celestine@gmail.com,524641,7544928,7112.9
" 201053136373107 ",Toor,Helsa,28-02-1908,"0414941036 ",Helsa.Toor@gmail.com,70585,7994331,39666.3
" 111122A81919207 ",Klemperer,Ardys,22-05-1925,"0115877765 ",Ardys.Klemperer@gmail.com,658683,1732257,34767.1
" 131078859676895 ",Solitta,Violet,17-04-1913,"+19728806938 ",Violet.Solitta@gmail.com,458370,2007486,31157.9
" 211122B97685243 ",Gualtiero,Ottilie,06-12-1907,"0809317365 ",Ottilie.Gualtiero@gmail.com,14904,4065215,64844.5
" 192120744070629 ",Oscar,Shell,21-02-1966,"0604452402 ",Shell.Oscar@gmail.com,162364,6028662,78453.2
" 264072A10770124 ",Katrine,Ruthe,04-10-1988,"0116646353 ",Ruthe.Katrine@gmail.com,213104,6361586,4561.8
" 192101535768699 ",Bord,Celestyna,27-01-1941,"0605118941 ",Celestyna.Bord@gmail.com,826750,8645636,36443.3
" 236112B85838402 ",Ashely,Goldie,19-01-1939,"0969773298 ",Goldie.Ashely@gmail.com,932504,6829744,74400.3
" 129121352427754 ",Dowski,Jackie,29-05-1978,"0635998790 ",Jackie.Dowski@gmail.com,859742,5219907,13794.4
" 176115746323632 ",Ardeha,Cyb,05-12-1923,"+93721764373 ",Cyb.Ardeha@gmail.com,633857,1118528,15418.6
" 124099003989506 ",Lea,Isa,23-05-1909,"0718874829 ",Isa.Lea@gmail.com,435295,5837714,91034.1
" 141043821944668 ",Annice,Elie,14-08-1912,"+95970666270 ",Elie.Annice@gmail.com,710515,6980152,73249.6
" 105042B08764052 ",Killigrew,Elmira,21-10-1958,"0849770023 ",Elmira.Killigrew@gmail.com,850078,6831182,98569.1
" 165122A43401009 ",Angelis,Emilia,23-09-2002,"0939394370 ",Emilia.Angelis@gmail.com,848526,8933859,28802.3
" 254102B72550151 ",Dulciana,Adelle,16-01-2000,"0476252196 ",Adelle.Dulciana@gmail.com,100288,1521259,4610.4
" 219022A47860194 ",Alisia,Kirstin,23-09-1916,"+25532036012 ",Kirstin.Alisia@gmail.com,983792,5686308,61343.4
" 123129503609244 ",Denis,Gilda,17-11-1905,"0989616771 ",Gilda.Denis@gmail.com,873079,6658297,27226
" 137102A45989210 ",Yate,Chere,23-08-1992,"+65526870258 ",Chere.Yate@gmail.com,415914,7274028,99509.1
" 151042B03196684 ",Couture,Stephanie,26-12-1906,"0145246907 ",Stephanie.Couture@gmail.com,174107,1948914,69016.5
" 103102A40984830 ",Tamar,Feliza,23-09-2004,"0779823678 ",Feliza.Tamar@gmail.com,296637,6599844,98091.7
" 252122A59746931 ",Delp,Bernie,13-12-1930,"+86924325398 ",Bernie.Delp@gmail.com,736040,4524856,41886.9
