Numero_Securite_Sociale,Nom,Prenom,Date_Naissance,Numero_Telephone,E_Mail,ID_Remboursement,Code_Soin,Montant_Remboursement
191101511317255,Daegal,Janenna,13-08-1987,0328524930,Janenna.Daegal@gmail.com,102421,9718799,843372.3
117126672286876,Gwenore,Quintina,03-08-1964,+41565815347,Quintina.Gwenore@gmail.com,857710,5769994,680680.7
244054243959929,Yerkovich,Viviene,31-05-1912,+51369550455,Viviene.Yerkovich@gmail.com,713661,1942166,729804.4
267111886515471,Lea,Zsa Zsa,11-06-1984,+66976725772,Zsa Zsa.Lea@gmail.com,503157,7258870,997945.9
152110150410101,Damarra,Mireielle,03-12-1951,0419758793,Mireielle.Damarra@gmail.com,657874,2274021,436875.9
297065791153001,Tufts,Dorice,25-07-1940,0141322183,Dorice.Tufts@gmail.com,83918,1012520,353168.8
274101112702923,Pond,Ekaterina,14-12-1974,+14280977747,Ekaterina.Pond@gmail.com,106112,1446282,697887
196107328797060,Irmine,Sarette,07-11-1979,0507085182,Sarette.Irmine@gmail.com,625044,9973048,832602.9
255066620858173,Oscar,Ronna,27-12-2000,+71338005553,Ronna.Oscar@gmail.com,667219,7350509,329952.1
105111202133002,Stoller,Shirlee,19-08-2001,+77843848268,Shirlee.Stoller@gmail.com,598407,2523814,877748.2
236112452083851,Borrell,Genevra,01-06-1978,+50919674379,Genevra.Borrell@gmail.com,816726,8126039,505582.2
224019288279856,Helfand,Wanda,08-12-1998,0175662351,Wanda.Helfand@gmail.com,474137,5258751,180645.6
250019494412854,Gert,Regina,12-05-1992,0477476448,Regina.Gert@gmail.com,1929,4367942,199980.9
101101542606224,Connelly,Chrystel,10-06-1907,+40842697907,Chrystel.Connelly@gmail.com,897440,4792133,32257.3
287111328448860,Kosey,Esmeralda,11-01-1938,+28242399491,Esmeralda.Kosey@gmail.com,68038,9471881,440531
184113951055721,Ariella,Konstance,26-08-1907,0463532181,Konstance.Ariella@gmail.com,403800,7166675,57474.8
208119018343535,Garbe,Lynea,10-10-1901,+15616494094,Lynea.Garbe@gmail.com,14220,4550527,899943.2
137086473435535,Fiann,Max,09-12-1935,0962969007,Max.Fiann@gmail.com,617185,5242360,410172.9
251038467542003,Bonucci,Vanessa,24-05-1930,0484025886,Vanessa.Bonucci@gmail.com,254577,6101493,936234.4
137125987718781,Alejoa,Ericka,06-11-1991,+22496582172,Ericka.Alejoa@gmail.com,4482,6314963,958781.4
125115609341877,Chobot,Marsiella,24-03-1995,0910584916,Marsiella.Chobot@gmail.com,18703,4856796,706661.3
104079152439344,Tacye,Layla,10-12-1996,0271627559,Layla.Tacye@gmail.com,137507,7101707,747316.3
167064823846614,Jenness,Dominga,11-03-1971,+83137548334,Dominga.Jenness@gmail.com,400648,4887718,554937.8
146079120695442,Destinee,Rochette,01-10-1982,0442528800,Rochette.Destinee@gmail.com,577447,6458646,404164.1
166075157996046,Kussell,Louella,01-01-1989,0120948555,Louella.Kussell@gmail.com,803660,3876796,637522
243111346320970,Konyn,Rhea,11-11-1910,+16391090620,Rhea.Konyn@gmail.com,795255,4460252,913231
280117806852622,Colp,Corina,04-12-1921,+93296892374,Corina.Colp@gmail.com,963190,8813614,97312.8
255117800255220,Lipson,Marcy,27-09-1903,+56156356685,Marcy.Lipson@gmail.com,890651,1486539,471407.3
158113352136642,Rurik,Addia,29-04-1987,0523770957,Addia.Rurik@gmail.com,929180,7898715,410497.3
101122440318397,Alva,Justinn,06-11-1932,+10153550580,Justinn.Alva@gmail.com,177836,2675039,663593.6
119114211083875,Lewes,Kara-Lynn,26-05-1940,0305782236,Kara-Lynn.Lewes@gmail.com,419140,3707072,523836.2
298116130827680,Naashom,Aimil,26-03-1991,+53692442405,Aimil.Naashom@gmail.com,542550,3080246,934628.8
273127515614514,Andrel,Hallie,18-02-1948,0317940187,Hallie.Andrel@gmail.com,22751,9659000,953405.2
299102539562316,Georas,Mady,04-03-1997,+87875951520,Mady.Georas@gmail.com,555853,4447174,228137.9
100084499440665,Oscar,Verla,15-12-1958,+87681781146,Verla.Oscar@gmail.com,159400,6426561,763385.9
191121718888334,Bigner,Celene,30-11-1999,+43854926167,Celene.Bigner@gmail.com,308435,6497194,99167.5
123067467957905,Goth,Melisent,31-05-1961,0401934253,Melisent.Goth@gmail.com,617803,2132489,254000.1
287046116555847,Virgin,Lilith,04-01-2002,+96596585770,Lilith.Virgin@gmail.com,127379,4727465,966797.1
196069346340052,Annice,Celisse,11-09-1934,0515608022,Celisse.Annice@gmail.com,281077,9403126,658371.4
207052841079480,Hepsibah,Tarra,02-07-1948,+09289175226,Tarra.Hepsibah@gmail.com,236346,9192423,100232.9
206049010265509,Ehrman,Wendi,17-08-1995,+60206846600,Wendi.Ehrman@gmail.com,307304,5171186,323691.3
237031339307627,Sabella,Harmonia,03-08-1957,0228396410,Harmonia.Sabella@gmail.com,178514,9535481,651018.3
114110333219053,Glenden,Gertrud,03-09-1905,0937841542,Gertrud.Glenden@gmail.com,126668,3472198,489411.4
149109719677834,Munn,Taffy,12-12-1940,0558060690,Taffy.Munn@gmail.com,455382,4404950,870954.7
294125786743011,Nisbet,Fayre,10-03-1952,+95813232291,Fayre.Nisbet@gmail.com,172145,6904350,178689.7
286024361189872,McClimans,Penelopa,06-07-1910,+97123905357,Penelopa.McClimans@gmail.com,517623,2740616,315753.9
260129357636639,Skurnik,Gerrie,14-10-1991,0630882491,Gerrie.Skurnik@gmail.com,128625,3234545,965651.1
158045804160521,Marijo,Gui,27-08-1997,+86401342672,Gui.Marijo@gmail.com,168439,2922204,10123.7
213095899571156,Anis,Carree,09-11-1932,0396190721,Carree.Anis@gmail.com,925911,2778666,864400.9
205120281482360,Raseda,Elmira,13-02-2004,0701050536,Elmira.Raseda@gmail.com,989152,4703519,479147.5
166106985741056,Scammon,Pierette,19-07-1992,+16830937698,Pierette.Scammon@gmail.com,118313,2776933,726024.5
243121744025051,Ethban,Clo,19-01-1987,+08883230423,Clo.Ethban@gmail.com,643528,9815324,830855.1
222124475888078,Schenck,Aili,24-05-1960,+94612027580,Aili.Schenck@gmail.com,275313,4296806,614820.5
274048367606283,Serilda,Basia,12-11-1992,0774175415,Basia.Serilda@gmail.com,650369,5362679,46101.7
254040525493175,Pitt,Jere,24-01-1979,+81372986653,Jere.Pitt@gmail.com,395942,9056681,634957
210043028260407,Yam,Sean,01-07-1962,0837856986,Sean.Yam@gmail.com,726265,3834539,83183.6
236125902433549,Dichy,Lynea,05-01-1948,0414263625,Lynea.Dichy@gmail.com,347899,8687530,354228.3
268101387625441,Solitta,Carmencita,23-04-1905,+91657537593,Carmencita.Solitta@gmail.com,401510,7430403,49278.8
215021817145855,Glenden,Deloria,25-10-1985,+16139880711,Deloria.Glenden@gmail.com,346541,6995212,723260.6
267105826346006,Atonsah,Karina,24-02-1931,+09735853002,Karina.Atonsah@gmail.com,38604,8251623,983112.1
141016338059706,Alva,Meriel,24-03-1974,+37890735308,Meriel.Alva@gmail.com,160175,8953543,259168.6
100062623488811,Pitt,Glenda,11-11-1907,+48818206488,Glenda.Pitt@gmail.com,398234,8056900,561904.6
146117227392360,Gower,Kimberley,07-10-1950,+46165058408,Kimberley.Gower@gmail.com,583789,3137484,494808.8
131019392022447,Georas,Rori,07-12-1914,+47228876240,Rori.Georas@gmail.com,5016,5765318,773564.1
127058469768886,Halla,Bernie,08-10-1907,0719146722,Bernie.Halla@gmail.com,981904,2469456,119753.7
154074954666455,Erich,Augustine,24-01-1998,+75908423731,Augustine.Erich@gmail.com,542845,5848188,886413.7
275117449192355,Erb,Jsandye,18-03-1967,+85383885948,Jsandye.Erb@gmail.com,773009,4343498,365702.6
135057094302333,Merna,Paulita,27-04-1903,0590139176,Paulita.Merna@gmail.com,549080,6675033,368100.3
276078793664490,Sallyann,Merrie,31-12-1960,0855458802,Merrie.Sallyann@gmail.com,97988,8348106,5219.6
265034878046548,Bryna,Antonietta,25-11-2004,+54683540534,Antonietta.Bryna@gmail.com,609869,5441392,537952.2
233100828126283,Lymann,Hettie,05-02-1961,+72759067585,Hettie.Lymann@gmail.com,128304,9025374,51989.4
197017907360414,Burch,Corry,14-05-1900,+14794603650,Corry.Burch@gmail.com,927082,4007614,636252.9
216016222392879,Ricki,Fanny,03-11-1966,+02957296897,Fanny.Ricki@gmail.com,546923,5112909,299135.6
264123315768083,Knowling,Elvira,14-01-1931,0716740020,Elvira.Knowling@gmail.com,27696,5431435,589046.2
118042808803353,Alice,Bobbi,10-04-1955,0499997256,Bobbi.Alice@gmail.com,346688,1364198,888200.4
245103818696755,Hailee,Hollie,10-10-1935,0617190010,Hollie.Hailee@gmail.com,69943,5083967,719924.5
123042119960994,Artie,Kalina,31-10-1999,0844121524,Kalina.Artie@gmail.com,151201,8285102,278274.7
197106446114624,Ashok,Mariele,29-10-1944,0216460709,Mariele.Ashok@gmail.com,955613,8479370,191129.1
154037826317041,Loleta,Bee,05-12-1997,0117610412,Bee.Loleta@gmail.com,386672,2768503,159632.1
208030863779573,Clywd,Marika,02-01-2001,+18448817140,Marika.Clywd@gmail.com,860805,1780385,872700.8
147110584591883,Hylan,Karena,08-04-1971,0381049807,Karena.Hylan@gmail.com,979625,6283199,493867.6
135124174064782,Trinetta,Pollyanna,29-06-1969,+53800129002,Pollyanna.Trinetta@gmail.com,314374,9866442,145821.5
282109041057564,Mehalek,Ericka,05-12-1933,+70757568523,Ericka.Mehalek@gmail.com,867437,5116603,283324.2
231071281973565,Suanne,Augustine,07-01-1998,0730122804,Augustine.Suanne@gmail.com,158250,2062839,343259.3
253070387964967,Quent,Allis,06-08-1997,+85344061948,Allis.Quent@gmail.com,516033,3391030,594523.6
288122205300128,Uund,Lanna,15-10-1907,+75381038757,Lanna.Uund@gmail.com,569951,6660999,552685
180093612355389,Trace,Ruthe,13-12-1922,0141254109,Ruthe.Trace@gmail.com,579364,4082730,259011.8
269084511557183,Shelba,Ashlee,05-12-1946,+39520546912,Ashlee.Shelba@gmail.com,129546,4691925,115798.6
206097655296398,Hartnett,Melodie,14-02-1910,+83340035126,Melodie.Hartnett@gmail.com,195007,2229237,419804.4
260095418622840,Phyllis,Carmencita,06-02-1910,0959454657,Carmencita.Phyllis@gmail.com,812507,1839302,722446.1
173126537081962,Timon,Rochette,26-06-1908,+77913948609,Rochette.Timon@gmail.com,177864,2806093,357423.3
116128680230956,Ashely,Miquela,12-01-1983,0185395125,Miquela.Ashely@gmail.com,41351,6387704,693936
220128922561921,Nore,Lucy,24-02-1994,0415542229,Lucy.Nore@gmail.com,212595,4106834,277246.6
192105908894704,Joseph,Clementine,13-12-1958,0994619564,Clementine.Joseph@gmail.com,114116,5807322,909946.4
264087365721209,Chabot,Tamqrah,07-09-1917,0570155448,Tamqrah.Chabot@gmail.com,718262,4930484,256958.7
257044355239771,Johnsson,Lelah,09-07-1975,+25668445528,Lelah.Johnsson@gmail.com,250833,2676118,853224.7
159091014978102,Malanie,Mignon,23-08-1951,0212562846,Mignon.Malanie@gmail.com,320485,1489922,219351.2
118091326077765,Douglass,Malina,17-01-1989,0334325844,Malina.Douglass@gmail.com,213052,9764808,479214.3
131128646933064,Pettiford,Hollie,11-11-1937,0747060089,Hollie.Pettiford@gmail.com,745494,2031553,327937.4
101100100459066,Christine,Sharlene,24-02-1989,+75754773253,Sharlene.Christine@gmail.com,634954,4875462,140138.2
130119724688876,Barrus,Veda,10-04-2004,0204622359,Veda.Barrus@gmail.com,842249,8157541,350528.6
113119836776896,Colleen,Kimberley,05-11-1961,0735253726,Kimberley.Colleen@gmail.com,365433,8381542,630244.3
239010048717579,Karna,Jsandye,16-06-2000,+87946251739,Jsandye.Karna@gmail.com,821896,6880681,823344.4
296121226611749,Dorothy,Juliane,22-10-1987,0428452360,Juliane.Dorothy@gmail.com,474657,2814363,921454
215069583561434,Arley,Marcelline,06-04-1998,+02856787624,Marcelline.Arley@gmail.com,805475,3245533,920920.6
189104241523961,Ajay,Deirdre,13-04-1904,0825184232,Deirdre.Ajay@gmail.com,248062,1792446,691752.1
252059183834823,Lewes,Meg,03-11-1906,+39773809238,Meg.Lewes@gmail.com,57206,7162077,763483
140105441245907,Ingra,Beatriz,23-03-1938,0256730918,Beatriz.Ingra@gmail.com,602628,2905129,367706.3
232096368930224,Charmine,Rosaline,30-08-1924,0975761362,Rosaline.Charmine@gmail.com,116086,1714198,784931.1
280116383110085,Zitvaa,Molli,07-07-1994,+36234767143,Molli.Zitvaa@gmail.com,247854,4526249,981669.3
289100026175859,Redmond,Lila,09-06-1995,0628230415,Lila.Redmond@gmail.com,90105,6772645,720794.6
212028240819248,Tippets,Olivette,24-10-1910,+35939058360,Olivette.Tippets@gmail.com,158738,5401290,702079.3
111114356388550,Pillsbury,Lusa,21-12-1976,0541615578,Lusa.Pillsbury@gmail.com,752840,9333147,296173.1
132117088575276,August,Dari,23-09-1985,+41741050904,Dari.August@gmail.com,502053,4709340,519694.3
148091779726749,Granoff,Nannie,10-06-1959,0754232708,Nannie.Granoff@gmail.com,791716,5732333,303881.7
184088270079250,Lia,Halette,26-08-1927,+68175410859,Halette.Lia@gmail.com,330489,5624224,542941.8
211081047910440,Heidt,Dianemarie,22-09-1916,+23235716143,Dianemarie.Heidt@gmail.com,465593,2739504,867443.5
261103588841701,Graig,Sibella,30-03-1923,+39908146170,Sibella.Graig@gmail.com,764821,1407433,340329
121118493498913,Warthman,Bertine,30-05-1982,+19710764693,Bertine.Warthman@gmail.com,924710,5418089,732398.8
118118418500980,Faria,Blinni,02-09-2002,0532872637,Blinni.Faria@gmail.com,665690,8896223,90650.7
156123720350439,Lenny,Viviene,30-06-1903,+16942164297,Viviene.Lenny@gmail.com,395555,2703144,777113.1
254019038216823,Brieta,Courtnay,20-05-1948,+79270137406,Courtnay.Brieta@gmail.com,246877,1861727,6085.1
225128093044913,Valerio,Ida,27-04-1905,0697254972,Ida.Valerio@gmail.com,505471,2314074,45506.6
208035542850673,Trace,Di,21-06-1924,+32676736944,Di.Trace@gmail.com,604691,4994770,437292.7
130026939647364,Diogenes,Sara-Ann,14-11-1933,+36606790218,Sara-Ann.Diogenes@gmail.com,206681,4911528,249258.8
183114384076632,Koziara,Ana,05-04-1970,+87481471675,Ana.Koziara@gmail.com,561615,7589113,519663.3
262030059051976,Corabella,Jere,08-03-1941,0333327598,Jere.Corabella@gmail.com,286345,7163949,60271.5
212018934983882,Matthew,Anica,02-01-1923,0601682704,Anica.Matthew@gmail.com,247126,8397142,563565.9
154115064269834,Medrek,Juliane,21-06-1906,+69255473486,Juliane.Medrek@gmail.com,990286,3681506,834099
156100204458224,Armanda,Edyth,20-09-1902,0837304402,Edyth.Armanda@gmail.com,87823,3222252,133729.1
217062311202888,Sekofski,June,21-08-1964,0251748536,June.Sekofski@gmail.com,318249,7440630,688669.6
174053634114901,Alisia,Chickie,20-01-1960,+96910406003,Chickie.Alisia@gmail.com,730394,5881536,150449.2
259123808878893,Milson,Janis,01-06-1960,+11130625588,Janis.Milson@gmail.com,538497,5935896,300484.4
128101025517360,Etom,Fanchon,03-12-1908,0791538915,Fanchon.Etom@gmail.com,3596,7904735,615241.7
287105664155957,Justinn,Agathe,03-10-1911,0275063523,Agathe.Justinn@gmail.com,718389,8563008,184442.4
188116295750965,Adore,Yvonne,15-06-1910,+62974798007,Yvonne.Adore@gmail.com,899193,5343881,553146.7
273020011096714,Ashely,Jillayne,08-04-1981,0452862145,Jillayne.Ashely@gmail.com,934493,7246081,579489.6
124128854451323,Hartnett,Adriana,21-05-1986,+06323131497,Adriana.Hartnett@gmail.com,160241,6938208,820025.1
218084676021231,Pozzy,Brana,12-12-1919,+50106488416,Brana.Pozzy@gmail.com,973506,1854527,932865.1
138126164084227,Phaidra,Ursulina,02-09-1982,0348061507,Ursulina.Phaidra@gmail.com,906769,8062055,777716.3
165125879468591,Wind,Tierney,09-10-1993,+57875886051,Tierney.Wind@gmail.com,696812,7933665,271403.5
122046795153913,Middleton,Pollyanna,14-12-1926,+70883833287,Pollyanna.Middleton@gmail.com,697087,5888015,672762.4
205110809443561,Danby,Kamilah,25-07-1985,0745484273,Kamilah.Danby@gmail.com,917888,4071164,493006.6
197119324850897,Magnolia,Asia,17-05-1915,0414223274,Asia.Magnolia@gmail.com,973198,8462582,619016.5
157044054772379,Dulciana,Roslyn,06-05-1937,+94876580944,Roslyn.Dulciana@gmail.com,290118,6606042,644663.4
273116441886711,Yoko,Siana,14-03-1911,0811314008,Siana.Yoko@gmail.com,495183,4597592,8398.8
273096082184618,Crudden,Gavrielle,29-04-1933,0160355448,Gavrielle.Crudden@gmail.com,108266,1500951,385854.6
214118653824059,An,Louella,09-11-1952,+10501521156,Louella.An@gmail.com,144303,2619265,239479.4
209107273559175,Capello,Orelia,16-06-1992,0560328835,Orelia.Capello@gmail.com,218568,5290352,684710
128012101538299,Land,Mellicent,26-06-1966,+51321741729,Mellicent.Land@gmail.com,669918,8259524,84086.4
169036390997073,Hubert,Caritta,02-12-1996,0289977507,Caritta.Hubert@gmail.com,152283,6018228,87559.2
191114231151110,Sekofski,Karina,08-02-1978,+75994172715,Karina.Sekofski@gmail.com,335650,4003793,99528.2
142094549911202,Kesley,Sarette,25-10-1966,0436114907,Sarette.Kesley@gmail.com,602002,7621134,511493.9
196121309982470,Saunderson,Christy,25-11-1937,0694888810,Christy.Saunderson@gmail.com,307222,2781102,163357.7
126092030208492,Yuille,Wendi,07-04-1931,0755832735,Wendi.Yuille@gmail.com,917134,1381172,85967.4
226108929756625,Persse,Britte,08-05-1963,+13177093890,Britte.Persse@gmail.com,191598,1520079,106644.9
281056232671630,Fink,Amalie,22-01-1913,+80317281495,Amalie.Fink@gmail.com,469472,8524657,176683
161058008758549,Goode,Lynnea,01-11-1952,+92549793545,Lynnea.Goode@gmail.com,457169,7747686,209851.3
195031798872026,Nisbet,Cristine,30-07-1942,+70280121093,Cristine.Nisbet@gmail.com,865080,6850916,346061.2
231034069379078,Stuart,Annora,14-12-1918,0399896775,Annora.Stuart@gmail.com,284563,5516480,258449.4
146108569409878,Bennie,Mildrid,25-09-1998,0974991121,Mildrid.Bennie@gmail.com,78054,5509854,352963.1
220117346056106,Noelyn,Regina,26-11-1911,+58478032548,Regina.Noelyn@gmail.com,806743,6507797,373369.5
298117300440434,McCutcheon,Kary,22-04-1928,0326032233,Kary.McCutcheon@gmail.com,497970,7112707,977161.2
128056976865403,Killigrew,Deirdre,31-10-1966,0258151304,Deirdre.Killigrew@gmail.com,109436,5699990,117820.6
205104059562477,Pernick,Sadie,09-03-1985,0644271530,Sadie.Pernick@gmail.com,607444,3090841,442900.2
254027082368281,Emmaline,Eve,15-06-1946,+02466159275,Eve.Emmaline@gmail.com,629487,4744245,301777.8
149079586550175,Lail,Heida,19-05-1938,0456820263,Heida.Lail@gmail.com,673527,6087741,311403.2
145085357612782,Loring,Theodora,09-05-1979,0802464767,Theodora.Loring@gmail.com,866294,3807503,199920.2
286124670191330,Kendrick,Ivett,14-06-1913,0721622387,Ivett.Kendrick@gmail.com,497223,1585870,595253
214102749988530,Katrine,Barbi,12-04-1950,0129767451,Barbi.Katrine@gmail.com,930907,9626420,465089.1
267081030093409,Jillane,Chastity,19-11-1968,+82879418942,Chastity.Jillane@gmail.com,118947,3834788,253078.7
289095684228792,Alcott,Anthia,06-04-2002,+91716811231,Anthia.Alcott@gmail.com,630582,9743311,110849.9
261041654462594,Kannry,Maridel,26-01-1917,0414462437,Maridel.Kannry@gmail.com,468212,9619034,628690.2
162034591684836,Thema,Clarice,14-12-1942,0127142128,Clarice.Thema@gmail.com,46369,6092619,927247.1
282119552124229,Campball,Rayna,19-12-1944,0119685009,Rayna.Campball@gmail.com,904569,9136081,347994.7
202030050034692,Papageno,Inga,22-10-2003,0614695820,Inga.Papageno@gmail.com,103120,5641625,439782.9
129083721112489,Anis,Tobe,20-11-1915,+61172170641,Tobe.Anis@gmail.com,20218,1247237,655964.7
113041015567056,Jaylene,Roseline,19-10-1989,0341858564,Roseline.Jaylene@gmail.com,649081,4651664,605914.6
295090271266991,Berne,Tabbatha,04-11-1918,+85340920067,Tabbatha.Berne@gmail.com,34667,3824529,59370.8
